# q=  0.10000000E-02  0.00000000E+00  0.00000000E+00  (qpt 1)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
      69     -0.43923874E-03     -0.44281506E-03     -0.11501546E-02     -0.77224129E-02
      70     -0.43927990E-03     -0.44281506E-03     -0.11541234E-02     -0.77224129E-02
      71     -0.43932463E-03     -0.44281506E-03     -0.11583546E-02     -0.77224129E-02
      72     -0.43936751E-03     -0.44281506E-03     -0.11624317E-02     -0.77224129E-02
      73     -0.43939663E-03     -0.44281506E-03     -0.11660377E-02     -0.77224129E-02
      74     -0.43942577E-03     -0.44281506E-03     -0.11698057E-02     -0.77224129E-02
      75     -0.43946804E-03     -0.44281506E-03     -0.11746806E-02     -0.77224129E-02
      76     -0.43951021E-03     -0.44281506E-03     -0.11795145E-02     -0.77224129E-02
      77     -0.43953560E-03     -0.44281506E-03     -0.11830955E-02     -0.77224129E-02
      78     -0.43956086E-03     -0.44281506E-03     -0.11866891E-02     -0.77224129E-02
      79     -0.43959732E-03     -0.44281506E-03     -0.11914748E-02     -0.77224129E-02
      80     -0.43963434E-03     -0.44281506E-03     -0.11962003E-02     -0.77224129E-02
      81     -0.43966116E-03     -0.44281506E-03     -0.12001977E-02     -0.77224129E-02
      82     -0.43968806E-03     -0.44281506E-03     -0.12041488E-02     -0.77224129E-02
      83     -0.43971138E-03     -0.44281506E-03     -0.12083262E-02     -0.77224129E-02
      84     -0.43973422E-03     -0.44281506E-03     -0.12124712E-02     -0.77224129E-02
      85     -0.43975663E-03     -0.44281506E-03     -0.12162132E-02     -0.77224129E-02
      86     -0.43977816E-03     -0.44281506E-03     -0.12198993E-02     -0.77224129E-02
      87     -0.43979755E-03     -0.44281506E-03     -0.12233870E-02     -0.77224129E-02
      88     -0.43981694E-03     -0.44281506E-03     -0.12270121E-02     -0.77224129E-02
      89     -0.43984022E-03     -0.44281506E-03     -0.12309379E-02     -0.77224129E-02
      90     -0.43986277E-03     -0.44281506E-03     -0.12347977E-02     -0.77224129E-02
      91     -0.43987997E-03     -0.44281506E-03     -0.12378409E-02     -0.77224129E-02
      92     -0.43989719E-03     -0.44281506E-03     -0.12409182E-02     -0.77224129E-02
      93     -0.43992086E-03     -0.44281506E-03     -0.12452678E-02     -0.77224129E-02
      94     -0.43994334E-03     -0.44281506E-03     -0.12494382E-02     -0.77224129E-02
      95     -0.43996183E-03     -0.44281506E-03     -0.12530209E-02     -0.77224129E-02
      96     -0.43998018E-03     -0.44281506E-03     -0.12565856E-02     -0.77224129E-02
      97     -0.44000053E-03     -0.44281506E-03     -0.12608147E-02     -0.77224129E-02
      98     -0.44002063E-03     -0.44281506E-03     -0.12649564E-02     -0.77224129E-02
      99     -0.44003651E-03     -0.44281506E-03     -0.12683116E-02     -0.77224129E-02
     100     -0.44005209E-03     -0.44281506E-03     -0.12716624E-02     -0.77224129E-02
     101     -0.44006843E-03     -0.44281506E-03     -0.12752782E-02     -0.77224129E-02
     102     -0.44008489E-03     -0.44281506E-03     -0.12790414E-02     -0.77224129E-02
     103     -0.44009910E-03     -0.44281506E-03     -0.12825044E-02     -0.77224129E-02
     104     -0.44011307E-03     -0.44281506E-03     -0.12859515E-02     -0.77224129E-02
     105     -0.44012684E-03     -0.44281506E-03     -0.12894583E-02     -0.77224129E-02
     106     -0.44014091E-03     -0.44281506E-03     -0.12931165E-02     -0.77224129E-02
     107     -0.44015323E-03     -0.44281506E-03     -0.12962626E-02     -0.77224129E-02
     108     -0.44016583E-03     -0.44281506E-03     -0.12994541E-02     -0.77224129E-02
     109     -0.44017877E-03     -0.44281506E-03     -0.13027130E-02     -0.77224129E-02
     110     -0.44019182E-03     -0.44281506E-03     -0.13059824E-02     -0.77224129E-02
     111     -0.44020439E-03     -0.44281506E-03     -0.13092454E-02     -0.77224129E-02
     112     -0.44021694E-03     -0.44281506E-03     -0.13125043E-02     -0.77224129E-02
     113     -0.44026045E-03     -0.44281506E-03     -0.13251615E-02     -0.77224129E-02
     114     -0.44032447E-03     -0.44281506E-03     -0.13441869E-02     -0.77224129E-02
     115     -0.44036686E-03     -0.44281506E-03     -0.13589137E-02     -0.77224129E-02
     116     -0.44040490E-03     -0.44281506E-03     -0.13725112E-02     -0.77224129E-02
     117     -0.44045491E-03     -0.44281506E-03     -0.13916276E-02     -0.77224129E-02
     118     -0.44049991E-03     -0.44281506E-03     -0.14106365E-02     -0.77224129E-02
     119     -0.44053876E-03     -0.44281506E-03     -0.14272783E-02     -0.77224129E-02
     120     -0.44057448E-03     -0.44281506E-03     -0.14438690E-02     -0.77224129E-02
     121     -0.44060923E-03     -0.44281506E-03     -0.14596642E-02     -0.77224129E-02
     122     -0.44064257E-03     -0.44281506E-03     -0.14770338E-02     -0.77224129E-02
     123     -0.44067567E-03     -0.44281506E-03     -0.14948290E-02     -0.77224129E-02
     124     -0.44070519E-03     -0.44281506E-03     -0.15121635E-02     -0.77224129E-02
     125     -0.44073362E-03     -0.44281506E-03     -0.15293085E-02     -0.77224129E-02
     126     -0.44075889E-03     -0.44281506E-03     -0.15470779E-02     -0.77224129E-02
     127     -0.44079393E-03     -0.44281506E-03     -0.15709435E-02     -0.77224129E-02
     128     -0.44082509E-03     -0.44281506E-03     -0.15935377E-02     -0.77224129E-02
     129     -0.44085456E-03     -0.44281506E-03     -0.16158884E-02     -0.77224129E-02
     130     -0.44088385E-03     -0.44281506E-03     -0.16412758E-02     -0.77224129E-02
     131     -0.44091003E-03     -0.44281506E-03     -0.16656159E-02     -0.77224129E-02
     132     -0.44092833E-03     -0.44281506E-03     -0.16842275E-02     -0.77224129E-02
     133     -0.44095094E-03     -0.44281506E-03     -0.17080131E-02     -0.77224129E-02
     134     -0.44097129E-03     -0.44281506E-03     -0.17314284E-02     -0.77224129E-02
     135     -0.44099504E-03     -0.44281506E-03     -0.17603659E-02     -0.77224129E-02
     136     -0.44101336E-03     -0.44281506E-03     -0.17851640E-02     -0.77224129E-02
     137     -0.44102933E-03     -0.44281506E-03     -0.18082942E-02     -0.77224129E-02
     138     -0.44104880E-03     -0.44281506E-03     -0.18369832E-02     -0.77224129E-02
     139     -0.44106780E-03     -0.44281506E-03     -0.18644151E-02     -0.77224129E-02
     140     -0.44108751E-03     -0.44281506E-03     -0.18936594E-02     -0.77224129E-02
     141     -0.44110674E-03     -0.44281506E-03     -0.19224119E-02     -0.77224129E-02
     142     -0.44112848E-03     -0.44281506E-03     -0.19551311E-02     -0.77224129E-02
     143     -0.44114761E-03     -0.44281506E-03     -0.19844146E-02     -0.77224129E-02
     144     -0.44116809E-03     -0.44281506E-03     -0.20152008E-02     -0.77224129E-02
     145     -0.44118934E-03     -0.44281506E-03     -0.20488675E-02     -0.77224129E-02
     146     -0.44120954E-03     -0.44281506E-03     -0.20809650E-02     -0.77224129E-02
     147     -0.44123239E-03     -0.44281506E-03     -0.21193102E-02     -0.77224129E-02
     148     -0.44125512E-03     -0.44281506E-03     -0.21582467E-02     -0.77224129E-02
     149     -0.44127638E-03     -0.44281506E-03     -0.21966371E-02     -0.77224129E-02
     150     -0.44129735E-03     -0.44281506E-03     -0.22335409E-02     -0.77224129E-02
     151     -0.44131794E-03     -0.44281506E-03     -0.22720892E-02     -0.77224129E-02
     152     -0.44133811E-03     -0.44281506E-03     -0.23116513E-02     -0.77224129E-02
     153     -0.44136116E-03     -0.44281506E-03     -0.23574076E-02     -0.77224129E-02
     154     -0.44138564E-03     -0.44281506E-03     -0.24048982E-02     -0.77224129E-02
     155     -0.44140825E-03     -0.44281506E-03     -0.24510697E-02     -0.77224129E-02
     156     -0.44143112E-03     -0.44281506E-03     -0.24962413E-02     -0.77224129E-02
     157     -0.44145364E-03     -0.44281506E-03     -0.25437026E-02     -0.77224129E-02
     158     -0.44148043E-03     -0.44281506E-03     -0.25944057E-02     -0.77224129E-02
     159     -0.44150392E-03     -0.44281506E-03     -0.26413453E-02     -0.77224129E-02
     160     -0.44152879E-03     -0.44281506E-03     -0.26927550E-02     -0.77224129E-02
     161     -0.44155461E-03     -0.44281506E-03     -0.27448642E-02     -0.77224129E-02
     162     -0.44157923E-03     -0.44281506E-03     -0.27982602E-02     -0.77224129E-02
     163     -0.44160455E-03     -0.44281506E-03     -0.28524864E-02     -0.77224129E-02
     164     -0.44163269E-03     -0.44281506E-03     -0.29086451E-02     -0.77224129E-02
     165     -0.44165972E-03     -0.44281506E-03     -0.29618600E-02     -0.77224129E-02
     166     -0.44168974E-03     -0.44281506E-03     -0.30220559E-02     -0.77224129E-02
     167     -0.44171785E-03     -0.44281506E-03     -0.30793216E-02     -0.77224129E-02
     168     -0.44174694E-03     -0.44281506E-03     -0.31360014E-02     -0.77224129E-02
     169     -0.44177841E-03     -0.44281506E-03     -0.31936456E-02     -0.77224129E-02
     170     -0.44181000E-03     -0.44281506E-03     -0.32544870E-02     -0.77224129E-02
     171     -0.44184138E-03     -0.44281506E-03     -0.33137505E-02     -0.77224129E-02
     172     -0.44186955E-03     -0.44281506E-03     -0.33711674E-02     -0.77224129E-02
     173     -0.44189837E-03     -0.44281506E-03     -0.34313604E-02     -0.77224129E-02
     174     -0.44192551E-03     -0.44281506E-03     -0.34938770E-02     -0.77224129E-02
     175     -0.44195404E-03     -0.44281506E-03     -0.35580194E-02     -0.77224129E-02
     176     -0.44198599E-03     -0.44281506E-03     -0.36237208E-02     -0.77224129E-02
     177     -0.44201757E-03     -0.44281506E-03     -0.36882482E-02     -0.77224129E-02
     178     -0.44204741E-03     -0.44281506E-03     -0.37537746E-02     -0.77224129E-02
     179     -0.44207660E-03     -0.44281506E-03     -0.38217257E-02     -0.77224129E-02
     180     -0.44210427E-03     -0.44281506E-03     -0.38836685E-02     -0.77224129E-02
     181     -0.44213508E-03     -0.44281506E-03     -0.39496658E-02     -0.77224129E-02
     182     -0.44216203E-03     -0.44281506E-03     -0.40151050E-02     -0.77224129E-02
     183     -0.44218948E-03     -0.44281506E-03     -0.40789654E-02     -0.77224129E-02
     184     -0.44221718E-03     -0.44281506E-03     -0.41432148E-02     -0.77224129E-02
     185     -0.44224423E-03     -0.44281506E-03     -0.42052976E-02     -0.77224129E-02
     186     -0.44227164E-03     -0.44281506E-03     -0.42704320E-02     -0.77224129E-02
     187     -0.44229720E-03     -0.44281506E-03     -0.43319579E-02     -0.77224129E-02
     188     -0.44232613E-03     -0.44281506E-03     -0.43983980E-02     -0.77224129E-02
     189     -0.44234944E-03     -0.44281506E-03     -0.44602839E-02     -0.77224129E-02
     190     -0.44237185E-03     -0.44281506E-03     -0.45225698E-02     -0.77224129E-02
     191     -0.44239335E-03     -0.44281506E-03     -0.45803099E-02     -0.77224129E-02
     192     -0.44241522E-03     -0.44281506E-03     -0.46395716E-02     -0.77224129E-02
     193     -0.44243628E-03     -0.44281506E-03     -0.47015165E-02     -0.77224129E-02
     194     -0.44245939E-03     -0.44281506E-03     -0.47621601E-02     -0.77224129E-02
     195     -0.44247990E-03     -0.44281506E-03     -0.48204320E-02     -0.77224129E-02
     196     -0.44249819E-03     -0.44281506E-03     -0.48789372E-02     -0.77224129E-02
     197     -0.44251695E-03     -0.44281506E-03     -0.49348083E-02     -0.77224129E-02
     198     -0.44253410E-03     -0.44281506E-03     -0.49892710E-02     -0.77224129E-02
     199     -0.44255104E-03     -0.44281506E-03     -0.50399023E-02     -0.77224129E-02
     200     -0.44256835E-03     -0.44281506E-03     -0.50911833E-02     -0.77224129E-02
     201     -0.44258538E-03     -0.44281506E-03     -0.51395291E-02     -0.77224129E-02
     202     -0.44260052E-03     -0.44281506E-03     -0.51851596E-02     -0.77224129E-02
     203     -0.44261815E-03     -0.44281506E-03     -0.52331976E-02     -0.77224129E-02
     204     -0.44263216E-03     -0.44281506E-03     -0.52756501E-02     -0.77224129E-02
     205     -0.44264394E-03     -0.44281506E-03     -0.53137263E-02     -0.77224129E-02
     206     -0.44265540E-03     -0.44281506E-03     -0.53521145E-02     -0.77224129E-02
     207     -0.44266660E-03     -0.44281506E-03     -0.53892581E-02     -0.77224129E-02
     208     -0.44267693E-03     -0.44281506E-03     -0.54222213E-02     -0.77224129E-02
     209     -0.44268595E-03     -0.44281506E-03     -0.54528632E-02     -0.77224129E-02
     210     -0.44269425E-03     -0.44281506E-03     -0.54803843E-02     -0.77224129E-02
     211     -0.44270224E-03     -0.44281506E-03     -0.55072818E-02     -0.77224129E-02
     212     -0.44270943E-03     -0.44281506E-03     -0.55331795E-02     -0.77224129E-02
     213     -0.44271573E-03     -0.44281506E-03     -0.55555946E-02     -0.77224129E-02
     214     -0.44272213E-03     -0.44281506E-03     -0.55768261E-02     -0.77224129E-02
     215     -0.44272815E-03     -0.44281506E-03     -0.55971010E-02     -0.77224129E-02
     216     -0.44273385E-03     -0.44281506E-03     -0.56159637E-02     -0.77224129E-02
     217     -0.44273891E-03     -0.44281506E-03     -0.56333955E-02     -0.77224129E-02
     218     -0.44274313E-03     -0.44281506E-03     -0.56498637E-02     -0.77224129E-02
     219     -0.44274673E-03     -0.44281506E-03     -0.56659093E-02     -0.77224129E-02
     220     -0.44274986E-03     -0.44281506E-03     -0.56808239E-02     -0.77224129E-02
     221     -0.44275279E-03     -0.44281506E-03     -0.56951683E-02     -0.77224129E-02
     222     -0.44275544E-03     -0.44281506E-03     -0.57097107E-02     -0.77224129E-02
     223     -0.44275778E-03     -0.44281506E-03     -0.57233045E-02     -0.77224129E-02
     224     -0.44275970E-03     -0.44281506E-03     -0.57364667E-02     -0.77224129E-02
     225     -0.44276137E-03     -0.44281506E-03     -0.57493008E-02     -0.77224129E-02
     226     -0.44276285E-03     -0.44281506E-03     -0.57623019E-02     -0.77224129E-02
     227     -0.44276407E-03     -0.44281506E-03     -0.57746072E-02     -0.77224129E-02
     228     -0.44276523E-03     -0.44281506E-03     -0.57865131E-02     -0.77224129E-02
     229     -0.44276614E-03     -0.44281506E-03     -0.57984161E-02     -0.77224129E-02
     230     -0.44276680E-03     -0.44281506E-03     -0.58093529E-02     -0.77224129E-02
     231     -0.44276735E-03     -0.44281506E-03     -0.58201775E-02     -0.77224129E-02
     232     -0.44276776E-03     -0.44281506E-03     -0.58305710E-02     -0.77224129E-02
     233     -0.44276808E-03     -0.44281506E-03     -0.58407299E-02     -0.77224129E-02
     234     -0.44276833E-03     -0.44281506E-03     -0.58504960E-02     -0.77224129E-02
     235     -0.44276851E-03     -0.44281506E-03     -0.58598219E-02     -0.77224129E-02
     236     -0.44276864E-03     -0.44281506E-03     -0.58690776E-02     -0.77224129E-02
     237     -0.44276873E-03     -0.44281506E-03     -0.58776645E-02     -0.77224129E-02
     238     -0.44276878E-03     -0.44281506E-03     -0.58858628E-02     -0.77224129E-02
     239     -0.44276882E-03     -0.44281506E-03     -0.58938985E-02     -0.77224129E-02
     240     -0.44276885E-03     -0.44281506E-03     -0.59020270E-02     -0.77224129E-02
     241     -0.44276886E-03     -0.44281506E-03     -0.59092909E-02     -0.77224129E-02
     242     -0.44276888E-03     -0.44281506E-03     -0.59164747E-02     -0.77224129E-02
     243     -0.44276889E-03     -0.44281506E-03     -0.59230465E-02     -0.77224129E-02
     244     -0.44276890E-03     -0.44281506E-03     -0.59294442E-02     -0.77224129E-02
     245     -0.44276892E-03     -0.44281506E-03     -0.59354254E-02     -0.77224129E-02
     246     -0.44276894E-03     -0.44281506E-03     -0.59409788E-02     -0.77224129E-02
     247     -0.44276896E-03     -0.44281506E-03     -0.59463443E-02     -0.77224129E-02
     248     -0.44276899E-03     -0.44281506E-03     -0.59514782E-02     -0.77224129E-02
     249     -0.44276902E-03     -0.44281506E-03     -0.59561175E-02     -0.77224129E-02
     250     -0.44276905E-03     -0.44281506E-03     -0.59603694E-02     -0.77224129E-02
     251     -0.44276909E-03     -0.44281506E-03     -0.59642565E-02     -0.77224129E-02
     252     -0.44276913E-03     -0.44281506E-03     -0.59678419E-02     -0.77224129E-02
